Rk,Player,Nation,Position,Team,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Minutes,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,2CrdY,Fls,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
429,Declan Rice,eng ENG,MF,Arsenal,26-108,1999,32,30,2572,28.6,2,7,9,2,0,0,7,1,2.7,2.7,6.5,9.1,87,175,88,0.07,0.24,0.31,0.07,0.31,0.09,0.23,0.32,0.09,0.32,Matches,2572,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,41,10,24.4,1.43,0.35,0.05,0.20,19.7,2,0.07,-0.7,-0.7,1285,1537,83.6,21932,5804,634,686,92.4,514,569,90.3,112,227,49.3,5.5,+0.5,55,123,34,5,102,3.57,54,33,3,5,2,9,0.31,6,2,0,1,0,0,1806,71,294,846,683,74,1806,11,42.3,14,53.8,960,16,36,29,1182,1,19,1,155,24,22,0,0,0,139,30,23,56.6
291,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,25-007,2000,30,25,2281,25.3,7,4,11,7,0,0,3,0,4.2,4.2,6.1,10.3,118,122,207,0.28,0.16,0.43,0.28,0.43,0.17,0.24,0.41,0.17,0.41,Matches,2281,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,46,17,37.0,1.81,0.67,0.15,0.41,14.8,0,0.09,+2.8,+2.8,644,872,73.9,9046,2890,386,448,86.2,200,256,78.1,31,77,40.3,3.9,-2.1,64,61,52,6,125,4.93,93,12,15,3,0,9,0.35,7,1,1,0,0,0,1233,21,143,413,701,154,1233,37,33.3,66,59.5,801,39,74,72,874,0,43,5,88,13,23,0,0,0,115,10,14,41.7
520,Destiny Udogie,it ITA,DF,Tottenham,22-155,2002,24,23,1834,20.4,0,1,1,0,0,0,2,0,0.3,0.3,1.5,1.8,54,120,93,0.00,0.05,0.05,0.00,0.05,0.01,0.07,0.09,0.01,0.09,Matches,1834,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5,1,20.0,0.25,0.05,0.00,0.00,15.1,0,0.06,-0.3,-0.3,947,1084,87.4,13710,4612,533,584,91.3,359,397,90.4,24,30,80.0,1.2,-0.5,16,88,6,1,35,1.72,31,0,0,1,2,3,0.15,2,0,0,0,0,1,1336,60,377,591,383,49,1336,13,40.6,16,50.0,735,12,32,19,796,0,29,2,19,21,47,0,0,1,109,13,13,50.0
204,Diego Gómez,py PAR,MF,Brighton,22-036,2003,12,4,440,4.9,0,0,0,0,0,0,0,0,0.4,0.4,0.5,0.9,5,20,14,0.00,0.00,0.00,0.00,0.00,0.09,0.10,0.19,0.09,0.19,Matches,440,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5,0,0.0,1.02,0.00,0.00,N/a,21.5,2,0.09,-0.4,-0.4,206,258,79.8,3195,743,115,134,85.8,74,88,84.1,12,23,52.2,0.8,-0.5,5,12,5,1,14,2.86,12,1,0,0,0,3,0.61,2,1,0,0,0,0,342,18,79,184,83,5,342,6,50.0,6,50.0,161,0,6,9,203,0,7,1,9,7,10,0,0,0,30,7,3,70.0
84,Diego Carlos,br BRA,DF,Aston Villa,32-048,1993,10,8,830,9.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,3,34,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,830,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,4,1,25.0,0.43,0.11,0.00,0.00,6.7,0,0.16,-0.6,-0.6,534,603,88.6,10941,4103,138,151,91.4,341,362,94.2,54,83,65.1,0.1,0.0,0,23,1,0,4,0.43,3,0,0,0,0,0,0.00,0,0,0,0,0,0,674,86,331,330,15,6,674,2,100.0,0,0.0,419,0,1,2,481,0,11,1,0,5,3,0,0,0,36,11,10,52.4
267,Diogo Jota,pt POR,FW,Liverpool,28-149,1996,23,13,1097,12.2,6,3,9,6,0,0,2,0,7.3,7.3,1.8,9.2,36,33,86,0.49,0.25,0.74,0.49,0.74,0.60,0.15,0.75,0.60,0.75,Matches,1097,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,46,13,28.3,3.77,1.07,0.13,0.46,12.5,0,0.16,-1.3,-1.3,201,289,69.6,3050,750,108,142,76.1,69,93,74.2,13,21,61.9,1.1,+1.2,11,29,3,1,35,2.87,22,0,6,1,1,9,0.74,5,0,2,1,1,0,448,5,30,185,240,90,448,11,36.7,18,60.0,247,20,36,21,311,0,18,1,8,7,8,1,0,0,40,21,30,41.2
117,Diogo Dalot,pt POR,DF,Manchester Utd,26-045,1999,32,31,2788,31.0,0,3,3,0,0,0,5,0,2.0,2.0,2.0,4.0,62,102,164,0.00,0.10,0.10,0.00,0.10,0.06,0.07,0.13,0.06,0.13,Matches,2788,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,23,5,21.7,0.74,0.16,0.00,0.00,15.6,0,0.09,-2.0,-2.0,1336,1659,80.5,21497,6609,691,769,89.9,519,634,81.9,93,168,55.4,2.5,+1.0,26,61,25,8,74,2.39,57,5,7,0,1,5,0.16,3,0,1,1,0,0,1965,113,658,767,557,66,1965,27,50.9,22,41.5,1111,16,37,21,1186,0,40,4,65,37,39,0,1,0,164,38,21,64.4
480,Djed Spence,eng ENG,DF,Tottenham,24-266,2000,21,16,1514,16.8,1,2,3,1,0,0,4,1,0.6,0.6,1.7,2.3,53,98,68,0.06,0.12,0.18,0.06,0.18,0.03,0.10,0.13,0.03,0.13,Matches,1514,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10,3,30.0,0.59,0.18,0.10,0.33,23.9,0,0.06,+0.4,+0.4,875,1017,86.0,12585,3709,514,549,93.6,302,348,86.8,31,57,54.4,1.3,+0.3,10,73,17,7,26,1.55,20,1,4,0,0,5,0.30,3,1,1,0,0,0,1234,67,415,562,277,24,1234,34,49.3,28,40.6,709,7,25,27,776,1,19,2,23,17,30,0,0,1,91,17,12,58.6
474,Dominic Solanke,eng ENG,FW,Tottenham,27-230,1997,25,24,2119,23.5,8,3,11,8,0,0,0,0,10.1,10.1,2.9,13.1,29,45,88,0.34,0.13,0.47,0.34,0.47,0.43,0.13,0.56,0.43,0.56,Matches,2119,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,59,24,40.7,2.51,1.02,0.14,0.33,12.1,0,0.17,-2.1,-2.1,250,352,71.0,3344,914,153,201,76.1,64,83,77.1,12,18,66.7,1.1,+0.1,14,27,9,0,37,1.57,25,0,0,2,1,8,0.34,6,0,0,1,1,0,636,31,68,290,284,111,636,16,32.0,31,62.0,374,14,67,47,448,0,36,5,4,0,11,0,0,1,37,44,59,42.7
83,Dominic Calvert-Lewin,eng ENG,FW,Everton,28-047,1997,22,19,1574,17.5,3,1,4,3,0,0,2,0,6.1,6.1,0.6,6.7,22,19,105,0.17,0.06,0.23,0.17,0.23,0.35,0.04,0.39,0.35,0.39,Matches,1574,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,46,17,37.0,2.63,0.97,0.07,0.18,12.3,0,0.13,-3.1,-3.1,174,278,62.6,2035,488,126,180,70.0,35,60,58.3,3,8,37.5,0.7,+0.4,7,19,5,1,25,1.43,14,0,4,3,2,4,0.23,1,0,2,0,1,0,491,21,38,204,254,82,491,10,40.0,13,52.0,268,16,71,32,402,0,27,27,6,6,7,0,0,0,32,83,79,51.2
493,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-189,2000,32,26,2257,25.1,5,5,10,5,0,0,6,0,7.1,7.1,6.2,13.3,65,114,120,0.20,0.20,0.40,0.20,0.40,0.28,0.25,0.53,0.28,0.53,Matches,2257,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,62,20,32.3,2.47,0.80,0.08,0.25,18.5,3,0.12,-2.1,-2.1,1015,1201,84.5,15678,3132,556,623,89.2,327,371,88.1,82,114,71.9,5.1,-1.2,51,78,31,5,108,4.31,84,5,4,2,1,14,0.56,11,0,0,3,0,0,1435,23,183,696,574,96,1435,19,54.3,13,37.1,732,17,34,21,980,0,37,4,34,9,20,0,0,0,120,18,22,45.0
321,Donyell Malen,nl NED,FW,Aston Villa,26-113,1999,11,2,273,3.0,3,0,3,3,0,0,0,0,1.7,1.7,0.1,1.7,9,5,23,0.99,0.00,0.99,0.99,0.99,0.55,0.02,0.57,0.55,0.57,Matches,273,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12,8,66.7,3.96,2.64,0.25,0.38,16.3,0,0.14,+1.3,+1.3,45,64,70.3,580,124,29,35,82.9,12,16,75.0,2,4,50.0,0.1,-0.1,2,2,1,0,4,1.31,3,0,1,0,0,0,0.00,0,0,0,0,0,0,110,2,7,29,80,18,110,3,30.0,5,50.0,63,5,8,6,71,0,1,2,7,0,4,0,0,0,8,3,4,42.9
339,Dwight McNeil,eng ENG,"MF,FW",Everton,25-161,1999,17,13,1185,13.2,3,4,7,3,0,0,1,0,1.1,1.1,3.8,4.8,32,61,68,0.23,0.30,0.53,0.23,0.53,0.08,0.29,0.37,0.08,0.37,Matches,1185,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,24,9,37.5,1.82,0.68,0.13,0.33,21.6,0,0.04,+1.9,+1.9,390,534,73.0,7325,2513,181,210,86.2,137,169,81.1,64,121,52.9,3.8,+0.2,33,35,33,10,62,4.71,35,18,4,2,1,7,0.53,4,1,1,0,0,1,645,3,65,280,315,22,645,21,55.3,16,42.1,374,4,22,28,435,0,6,1,92,5,6,0,0,0,65,3,14,17.6
172,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,26-307,1998,30,28,2337,26.0,4,8,12,4,0,1,1,0,8.2,7.4,5.2,12.6,65,85,141,0.15,0.31,0.46,0.15,0.46,0.31,0.20,0.52,0.28,0.48,Matches,2337,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,93,24,25.8,3.58,0.92,0.04,0.17,21.5,16,0.08,-4.2,-3.4,707,948,74.6,11848,3088,349,409,85.3,276,331,83.4,64,148,43.2,3.8,+2.8,53,46,32,3,119,4.58,62,24,11,9,1,9,0.35,8,1,0,0,0,0,1289,15,172,611,537,86,1288,61,48.8,57,45.6,771,21,52,44,840,0,11,9,100,11,22,0,0,0,128,6,36,14.3
376,Eddie Nketiah,eng ENG,"FW,MF",Crystal Palace,25-337,1999,25,8,880,9.8,1,1,2,1,0,0,5,1,4.3,4.3,1.5,5.8,37,17,65,0.10,0.10,0.20,0.10,0.20,0.44,0.15,0.59,0.44,0.59,Matches,880,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,36,12,33.3,3.68,1.23,0.03,0.08,14.4,0,0.12,-3.3,-3.3,165,220,75.0,2479,509,89,112,79.5,55,66,83.3,12,17,70.6,0.8,-0.5,11,11,4,0,26,2.66,17,0,3,4,0,2,0.20,1,0,0,0,1,0,360,10,39,150,178,59,360,10,52.6,6,31.6,211,13,30,15,256,1,25,3,5,2,5,1,0,0,21,18,31,36.7
154,Ederson,br BRA,GK,Manchester City,31-258,1993,22,22,1960,21.8,0,4,4,0,0,0,3,0,0.0,0.0,1.5,1.5,0,1,0,0.00,0.18,0.18,0.00,0.18,0.00,0.07,0.07,0.00,0.07,Matches,1960,25,1.15,73,49,68.5,13,3,6,7,31.8,2,0,0,0.0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,N/a,0.0,0.0,693,787,88.1,17056,11243,123,123,100.0,403,410,98.3,165,251,65.7,0.2,+2.5,4,20,1,0,6,0.28,6,0,0,0,0,4,0.18,4,0,0,0,0,0,833,587,824,9,0,0,833,0,N/a,0,N/a,563,0,1,0,529,0,1,0,0,1,0,0,1,0,37,4,1,80.0
317,Edmond-Paris Maghoma,eng ENG,"MF,FW",Brentford,23-359,2001,8,0,119,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,13,4,0.00,0.00,0.00,0.00,0.00,0.09,0.08,0.17,0.09,0.17,Matches,119,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,0,0.0,0.76,0.00,0.00,N/a,23.8,0,0.12,-0.1,-0.1,76,84,90.5,1259,343,38,40,95.0,29,31,93.5,6,7,85.7,0.0,-0.1,1,2,0,0,4,3.03,4,0,0,0,0,1,0.76,1,0,0,0,0,0,101,2,18,58,27,4,101,3,75.0,1,25.0,68,1,2,0,75,0,2,0,3,1,1,0,0,0,7,1,3,25.0
18,Edson Álvarez,mx MEX,MF,West Ham,27-190,1997,25,19,1633,18.1,0,1,1,0,0,0,8,1,0.3,0.3,0.8,1.1,21,75,18,0.00,0.06,0.06,0.00,0.06,0.02,0.04,0.06,0.02,0.06,Matches,1633,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,11,1,9.1,0.61,0.06,0.00,0.00,26.7,0,0.03,-0.3,-0.3,763,890,85.7,12894,3657,372,419,88.8,322,359,89.7,61,83,73.5,0.8,+0.2,11,80,11,3,25,1.38,21,0,2,1,0,2,0.11,2,0,0,0,0,0,1101,61,323,612,174,12,1101,14,45.2,12,38.7,603,2,25,13,734,1,37,4,6,16,23,0,0,0,78,28,20,58.3
25,Elliot Anderson,eng ENG,MF,Nott'ham Forest,22-177,2002,33,29,2377,26.4,2,6,8,2,0,0,7,0,1.7,1.7,3.1,4.8,44,118,82,0.08,0.23,0.30,0.08,0.30,0.06,0.12,0.18,0.06,0.18,Matches,2377,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,35,7,20.0,1.33,0.27,0.06,0.29,19.8,0,0.05,+0.3,+0.3,895,1151,77.8,14190,4880,476,534,89.1,321,401,80.0,65,140,46.4,3.3,+2.9,34,93,18,2,76,2.88,37,18,7,3,5,10,0.38,4,3,0,1,1,1,1529,88,362,718,477,59,1529,35,50.7,26,37.7,774,18,54,38,900,0,40,4,73,28,50,0,0,0,186,43,22,66.2
402,Emerson Palmieri,it ITA,DF,West Ham,30-272,1994,29,25,2015,22.4,2,1,3,2,0,0,5,0,2.0,2.0,1.5,3.4,44,64,82,0.09,0.04,0.13,0.09,0.13,0.09,0.07,0.15,0.09,0.15,Matches,2015,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,16,7,43.8,0.71,0.31,0.13,0.29,19.0,3,0.12,0.0,0.0,827,1035,79.9,12096,4432,493,549,89.8,272,335,81.2,42,99,42.4,2.2,-0.5,16,49,13,5,41,1.83,25,11,0,2,1,2,0.09,1,1,0,0,0,0,1277,82,412,532,348,27,1277,10,33.3,17,56.7,533,8,24,7,713,0,24,0,63,20,29,0,0,0,84,16,18,47.1
72,Emi Buendía,ar ARG,"MF,FW",Aston Villa,28-128,1996,12,0,98,1.1,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,3,7,6,0.00,0.00,0.00,0.00,0.00,0.60,0.02,0.62,0.60,0.62,Matches,98,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5,0,0.0,4.59,0.00,0.00,N/a,19.1,1,0.13,-0.7,-0.7,49,60,81.7,624,166,33,36,91.7,12,14,85.7,1,5,20.0,0.0,0.0,1,4,1,0,3,2.76,2,0,0,0,0,0,0.00,0,0,0,0,0,0,82,0,17,35,31,3,82,0,0.0,2,100.0,53,0,4,3,64,0,4,0,0,0,6,0,0,0,8,0,2,0.0
289,Emil Krafth,se SWE,DF,Newcastle Utd,30-273,1994,9,2,288,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,7,1,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,288,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,0,0.0,0.31,0.00,0.00,N/a,14.6,0,0.03,0.0,0.0,104,130,80.0,1661,734,49,60,81.7,46,53,86.8,5,10,50.0,0.0,-0.1,1,6,0,0,3,0.94,2,0,0,0,0,0,0.00,0,0,0,0,0,0,164,30,87,59,19,4,164,0,0.0,1,100.0,72,0,2,2,85,0,3,0,1,2,2,0,0,0,17,5,5,50.0
473,Emile Smith Rowe,eng ENG,MF,Fulham,24-278,2000,30,23,1852,20.6,6,2,8,6,0,0,2,0,4.4,4.4,1.1,5.5,50,120,113,0.29,0.10,0.39,0.29,0.39,0.21,0.05,0.27,0.21,0.27,Matches,1852,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,34,10,29.4,1.65,0.49,0.18,0.60,15.4,0,0.13,+1.6,+1.6,834,927,90.0,11939,2309,485,527,92.0,308,323,95.4,18,26,69.2,1.7,+0.9,18,74,15,1,65,3.16,50,0,3,2,3,11,0.53,9,0,1,0,0,1,1112,20,153,525,444,55,1112,16,48.5,15,45.5,721,11,32,13,853,0,17,4,13,11,17,0,0,0,69,6,17,26.1
327,Emiliano Martínez,ar ARG,GK,Aston Villa,32-242,1992,33,33,2880,32.0,0,0,0,0,0,0,4,0,0.0,0.0,0.5,0.5,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,2880,45,1.41,129,83,65.9,15,9,9,5,15.2,1,1,0,50.0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,N/a,0.0,0.0,986,1248,79.0,25707,15650,174,178,97.8,573,584,98.1,239,479,49.9,0.1,-0.5,2,21,0,0,6,0.19,5,1,0,0,0,1,0.03,1,0,0,0,0,0,1307,990,1292,15,0,0,1307,1,100.0,0,0.0,794,0,1,0,718,0,1,0,0,0,3,0,0,0,28,8,1,88.9
6,Emmanuel Agbadou,ci CIV,DF,Wolves,27-319,1997,12,12,1050,11.7,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,3,21,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,Matches,1050,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,6,1,16.7,0.51,0.09,0.00,0.00,31.8,1,0.05,-0.3,-0.3,597,707,84.4,12223,4346,188,205,91.7,324,351,92.3,81,135,60.0,0.3,-0.2,4,23,1,0,15,1.29,14,1,0,0,0,2,0.17,2,0,0,0,0,0,844,137,473,355,22,5,844,7,70.0,2,20.0,508,0,3,3,549,0,5,1,1,9,17,0,0,0,63,22,15,59.5
523,Enes Ünal,tr TUR,"FW,MF",Bournemouth,27-357,1997,17,2,345,3.8,2,1,3,2,0,0,2,0,2.7,2.7,0.4,3.1,4,12,22,0.52,0.26,0.78,0.52,0.78,0.72,0.10,0.82,0.72,0.82,Matches,345,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,20,7,35.0,5.22,1.83,0.10,0.29,14.6,3,0.14,-0.7,-0.7,63,99,63.6,685,192,40,52,76.9,17,28,60.7,0,1,0.0,0.3,+0.6,4,4,4,0,9,2.35,6,0,0,1,0,3,0.78,2,0,0,0,1,0,172,6,14,63,95,26,172,1,8.3,10,83.3,91,1,17,13,133,0,6,1,4,0,0,0,0,0,16,24,22,52.2
181,Enzo Fernández,ar ARG,MF,Chelsea,24-105,2001,32,28,2590,28.8,5,7,12,5,0,0,7,0,5.4,5.4,6.3,11.7,57,196,115,0.17,0.24,0.42,0.17,0.42,0.19,0.22,0.41,0.19,0.41,Matches,2590,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,49,18,36.7,1.70,0.63,0.10,0.28,18.6,2,0.11,-0.4,-0.4,1397,1746,80.0,24772,6960,642,723,88.8,572,674,84.9,150,257,58.4,6.0,+0.7,71,155,39,7,137,4.76,107,15,2,4,5,16,0.56,13,2,0,1,0,0,2021,32,309,1027,698,73,2021,21,45.7,18,39.1,1115,8,27,27,1487,0,45,1,103,11,30,0,0,0,141,13,27,32.5
222,Erling Haaland,no NOR,FW,Manchester City,24-285,2000,28,28,2480,27.6,21,3,24,19,2,3,2,0,20.8,18.4,2.8,21.2,19,18,103,0.76,0.11,0.87,0.69,0.80,0.76,0.10,0.86,0.67,0.77,Matches,2480,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,99,54,54.5,3.59,1.96,0.19,0.35,12.2,1,0.19,+0.2,+0.6,225,341,66.0,2706,532,156,221,70.6,50,75,66.7,4,6,66.7,1.8,+0.2,26,9,7,1,62,2.25,43,0,8,1,0,9,0.33,6,0,2,1,0,0,578,22,39,200,344,170,575,11,34.4,19,59.4,272,19,39,25,427,0,22,4,3,5,5,0,0,0,29,49,45,52.1
381,Ethan Nwaneri,eng ENG,"FW,MF",Arsenal,18-042,2007,24,10,816,9.1,4,2,6,4,0,0,1,0,1.1,1.1,1.0,2.2,44,30,101,0.44,0.22,0.66,0.44,0.66,0.12,0.11,0.24,0.12,0.24,Matches,816,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,22,8,36.4,2.43,0.88,0.18,0.50,18.2,1,0.05,+2.9,+2.9,304,379,80.2,4385,1143,192,208,92.3,82,107,76.6,18,35,51.4,1.6,+1.0,12,16,13,6,22,2.42,12,4,3,1,0,3,0.33,3,0,0,0,0,0,491,3,43,159,294,39,491,32,58.2,17,30.9,330,16,20,17,358,0,7,6,51,2,7,0,0,0,33,3,7,30.0
412,Ethan Pinnock,jm JAM,DF,Brentford,31-338,1993,22,21,1913,21.3,2,0,2,2,0,0,2,0,1.1,1.1,1.2,2.3,3,41,9,0.09,0.00,0.09,0.09,0.09,0.05,0.05,0.11,0.05,0.11,Matches,1913,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10,6,60.0,0.47,0.28,0.20,0.33,11.1,0,0.11,+0.9,+0.9,924,1080,85.6,17045,6094,360,382,94.2,472,528,89.4,84,145,57.9,0.7,-1.2,8,48,4,1,21,0.99,13,5,0,1,0,0,0.00,0,0,0,0,0,0,1348,294,783,457,109,24,1348,3,33.3,6,66.7,633,0,2,4,760,0,8,0,9,24,19,0,1,1,50,63,43,59.4
178,Evan Ferguson,ie IRL,FW,Brighton,20-195,2004,13,2,246,2.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1.0,2,1,9,0.37,0.00,0.37,0.37,0.37,0.20,0.15,0.35,0.20,0.35,Matches,246,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,7,2,28.6,2.56,0.73,0.14,0.50,19.2,1,0.08,+0.5,+0.5,43,58,74.1,484,44,31,36,86.1,8,11,72.7,1,4,25.0,0.4,-0.4,3,1,0,0,4,1.47,3,0,1,0,0,0,0.00,0,0,0,0,0,0,88,7,13,50,26,9,88,1,50.0,1,50.0,42,2,5,6,52,0,3,0,0,0,3,0,0,0,10,4,9,30.8
177,Evan Ferguson,ie IRL,FW,West Ham,20-195,2004,7,1,145,1.6,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,1,0,6,0.00,0.00,0.00,0.00,0.00,0.35,0.19,0.53,0.35,0.53,Matches,145,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5,1,20.0,3.10,0.62,0.00,0.00,17.2,0,0.11,-0.6,-0.6,26,33,78.8,317,11,20,24,83.3,5,7,71.4,0,1,0.0,0.3,-0.3,2,0,0,0,4,2.48,2,0,1,0,0,0,0.00,0,0,0,0,0,0,62,1,6,27,29,10,62,3,60.0,2,40.0,31,1,8,5,40,0,1,0,0,1,0,0,0,0,8,5,8,38.5
169,Evanilson,br BRA,FW,Bournemouth,25-208,1999,27,24,1972,21.9,9,1,10,9,0,1,0,1,11.0,10.2,1.6,11.9,26,19,87,0.41,0.05,0.46,0.41,0.46,0.50,0.07,0.58,0.47,0.54,Matches,1972,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,62,28,45.2,2.83,1.28,0.15,0.32,12.9,0,0.17,-2.0,-1.2,201,291,69.1,2409,497,129,173,74.6,41,58,70.7,9,14,64.3,1.7,-0.6,23,14,2,0,56,2.56,35,0,3,9,0,8,0.37,2,0,1,1,4,0,479,22,49,183,250,113,478,6,31.6,7,36.8,279,14,31,22,337,0,31,17,0,0,9,5,0,0,56,38,56,40.4
286,Ezri Konsa,eng ENG,DF,Aston Villa,27-191,1997,30,29,2576,28.6,1,0,1,1,0,0,0,0,0.9,0.9,0.4,1.3,16,73,11,0.03,0.00,0.03,0.03,0.03,0.03,0.01,0.05,0.03,0.05,Matches,2576,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,9,3,33.3,0.31,0.10,0.11,0.33,9.1,0,0.10,+0.1,+0.1,1372,1480,92.7,22993,7566,598,621,96.3,707,739,95.7,52,80,65.0,0.5,-0.4,5,93,1,0,23,0.80,18,2,1,0,0,3,0.10,3,0,0,0,0,0,1693,213,795,807,99,20,1693,7,41.2,7,41.2,986,2,16,9,1177,0,6,0,5,21,17,0,0,0,86,27,21,56.3
455,Fabian Schär,ch SUI,DF,Newcastle Utd,33-133,1991,30,29,2575,28.6,4,0,4,4,0,0,7,1,2.1,2.1,0.4,2.5,14,95,17,0.14,0.00,0.14,0.14,0.14,0.07,0.01,0.09,0.07,0.09,Matches,2575,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,29,10,34.5,1.01,0.35,0.14,0.40,21.8,3,0.07,+1.9,+1.9,1458,1744,83.6,29169,11249,507,548,92.5,773,834,92.7,169,329,51.4,0.9,-0.4,5,139,10,0,27,0.94,19,1,1,2,3,3,0.10,2,0,0,1,0,0,2034,237,1061,857,127,31,2034,8,66.7,2,16.7,1284,2,11,6,1417,0,31,4,9,40,19,0,0,0,123,40,61,39.6
